Taxonomy,,,,,,,,Page Numbers,,,Geography,,,,,Human Interact.,,Habitat Preference,,,,Social Behavior,,,,,,,,Foraging Location,,,,,,,Diet,,,,,,,,,,,,,,,,,,,Strategy,,,,,,,Breeding Season,,Nest Site,,,,,Nest Substrate,,,Nest Construction,,,,Breeding Info,,,,,,,,,Distribution,,,Extinction Risk,,,,,,,,,,,Comments,,,Mitchell et al. Plumage Color,,,,,,,,,,,,,,HabBreadth Columns from  Ducatez et al 2014,,,,,,"Gen. Length (Bird et al., 2020)",,,,,,,,,,,,Ducatez_etal_2020,,,,,,,,,,,,,,,,,,,Burgio et al 2019 Inferred,,,,,,,,,,,,,,,,,,,,,,,,,
family,subfamily,genus,common name,taxon,taxon_2 (matching),synonyms ,authority,HBW #,Juni #,Fors #,Continent,Countries,Isl. Endemic,Introduced,Migratory,Hunting,Pet Trade,Primary,Secondary,Third,Other,Comm. Roost,Mating system,Single,Pairs,Family Groups,Small Groups < 10,Med. Groups (10 - 100),Large groups (100+),Water,Ground,Vegetation,Canopy,Subcanopy,Air,Other,Crop Pest,Guild,Main Diet,Carrion,Arthropods,Insects,Larvae,"""Inverts""",Nectar,Seed,Grain,Nut,Fruit,Berries,Flowers,Leaf Shoots,Roots,Leaf Bud,Other,Digging,Scavenging,Flower_Probe,Gleaning,Excavate bark,Graze,Other,Start,Stop,Tree,Limb,T. termite ,A. termite,Other,Cavity,Hollow,Other,Existing,Excavate,Floor,Other,Min Eggs,Max Eggs,Incubation,Fledge,Egg shape,Egg Length,Egg Width,Colonial,Generation time,Range Size,Elev Min,Elev Max,IUCN Status,IUCN Category,Trend,Risk 1,Risk 2,Contraction,Exploitation,Other (Invasives/disease/etc),Habitat Loss,Mature Popln,Popln Est,Comments1,Comments2,Comments3,Colourfulness,Complexity,GlobalUniqueness,LocalUniqueness1,LocalUniqueness3,LocalUniqueness10,Yellow,Blue,Red,Orange,Green,Black,White,Grey,Habitat breadth (Within-class co-occurrence index; multiplicative beta),Habitat breadth (co-occurrence among species from all four classes; multiplicative beta),Habitat breadth (Within-class co-occurrence index; additive beta),Habitat breadth (co-occurrence among species from all four classes; additive beta),Number-habitat-classes,Total-number-IUCN-habitat-categories,Adult survival,Age at first reproduction,Maximum longevity,GenLength,Range centroid of latitude,Body mass,Mean clutch size,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Forest,BiogeographicRange,ResearchEffort,BodyMass,MigratoryBehavior,HabitatBreadth,Insularity,Urban,TotalInnovations,TotalFoodTypeInnovations,TotalTechnicalInnovations,InnovationYesOrNo,FoodTypeInnovationYesOrNo,TechnicalInnovationYesOrNo,IUCNStatus2019,PopulationTrend2019,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,length (cm),mass (g),tail (mm),carrion,inverts,snails,pollen,nectar,seed,nut,fruit,flower,plant,roots,fungi,water,ground,vegetation,subcanopy,canopy,dig,scavenge,flowerprobe,glean,excavate,graze
Psittacidae,,Brotogeris,Tui Parakeet,Brotogeris sanctithomae,Brotogeris_sanctithomae,,"Müller, 1776",452,494,539,SA,"Brazil, Peru, columbia, ",N,N,N,N,Y,Secondary growth,Open country,,,,,,,,1,1,1,,,1,,1,,,,,blossoms,,,,,,,,,,1,,1,,,,,,,,,,1,,Apr,Jul,1,,,1,,1,1,,,,,,,,,,,23.0,17.0,,5,1710000,0,300,LC,,stable,,,,,,,,,,,,0.15839991,0.226651941,377.497939,0.125323244,0.444070971,1.872747557,0.010115259,0.000376837,0.000389928,0.000766635,0.931192602,0.043099473,0.008253076,0.00580619,2.797906236,2.845871163,3951,8540,2,4,0.656256105,1.902297174,15.37042242,4.512292775,-6.51,59,NA,0,0,Not a Migrant,3870000,1,South-America,7,59,1,2.797906236,0,0,1,1,0,1,1,0,Least-Concern,stable,0,0,0,NO,17,59,57.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Psittacidae,,Brotogeris,Plain Parakeet,Brotogeris tirica,Brotogeris_tirica,,"Gmelin, 1788",450,488,527,SA,Brazil,N,N,N,N,Y,lowland forest edge,lowland forest ,Highland forest,disturbed habitat,,social monogamy,,1,,1,,1,,,,1,,,,,,"pulp, seeds, flowers",,,1,1,,1,1,,,1,1,1,,,,pulp of Posoqueria latifolia,,,,,,1,,Sept,Dec,1,,,1,palm crown,1,1,,1,,,,4,4,26,49,Rounded,25.3,21.4,,5,294000,0,1300,LC,,stable,,,,,,,,,clutch size refers to captive birds,,,0.176483698,0.24910643,369.9306974,0.125323244,0.454906412,1.788138035,0.006246619,0.000749791,2.71147E-05,0.002204361,0.923785758,0.041298797,0.015608001,0.010079559,2.703800184,2.867719272,4448.6,9890.2,3,5,0.630865981,1.691858671,14.25592702,4.126656575,-20.68,63,4,0,1300,Not a Migrant,1010000,1,South-America,7,63,1,2.703800184,0,1,1,1,0,1,1,0,Least-Concern,stable,0,0,0,NO,23,63,115.1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Psittacidae,,Brotogeris,White-winged Parakeet,Brotogeris versicolurus,Brotogeris_versicolurus,,"Müller, 1776",451,489,528,"SA, NA",Lots,N,Y,N,N,Y,River islands,secondary growth,inuldated forest,,Y,social monogamy,,,,1,1,1,,,1,1,,,,1,,"flowers, seeds, fruits",,,,,,1,1,,,1,1,1,1,,1,,,,,,,1,,,Jan,1,1,,1,,1,1,,1,1 (Term),,,5,5,26,56,Rounded,22.8,18.8,,5,636000,0,1000,LC,,stable,,,,,,,,,,,,0.253917363,0.336539281,398.4685619,0.239771135,0.80091373,3.139964544,0.006231292,0.001483638,7.42434E-06,0.000306815,0.867856818,0.022847043,0.086027883,0.015239086,2.183390097,2.287907226,3012.333333,6405.333333,1,3,0.664250946,1.762558418,12.39974564,6.194682699,-2.43,71.53,4.5,0,1000,Not a Migrant,2700000,0,South-America,15,71.53,1,2.183390097,0,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,25,60,87,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Cacatuidae,,Cacatua,White Cockatoo,Cacatua alba,Cacatua_alba,,"Müller, 1776",,282,142,Indonesia,Various islands,Y,N,N,Y,Y,Secondary forest,,,,Y,social monogamy,,1,,1,,,,,,1,1,,,,,"seeds, fruits, nuts, berries",,,,,,,1,,1,1,1,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,2,2,28,90,Elliptical,40.8,30.8,,,50000-200000,,,EN,A3cd,decreasing,> 50% popln reduction in next 10 yrs / 3 gens,,1,1,,,,,,,,0.047624161,0.064252304,794.6751863,1.724981114,5.192693579,17.80277447,0,2.23321E-05,0,0,0,0.001043274,0.980825656,0.018108738,2.800262812,2.967376869,4111,8519.25,2,4,0.853605337,4.159717468,37.61648924,15.64946812,0.69,570,2.5,0,900,Not a Migrant,51400,1,Asia,45,570,1,2.800262812,1,0,0,0,0,0,0,0,Endangered,decreasing,1,1,0,NO,46,550,147.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cacatuidae,,Cacatua,Solomons Corella,Cacatua ducorpsii,Cacatua_ducorpsii,,"Pucheran, 1853",,289,148,Pacific Islands,"Solomon Islands, etc",Y,N,N,N,Y,Lowland forest,Upland forest,cloud forest,,,,,1,,1,,,,1,,1,,,,1,,"seeds, berries, fruits, buds",,,1,1,,,1,,1,1,1,1,,,1,tubers,1,,,,,1,,,,,,,,,,,,,,,,,,,,Elliptical,37.5,26.7,,,,,1800,LC,,stable,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.654661632,1.697798345,2255,4977,1,2,0.877706972,4.151744594,34.00857659,11.19721461,-7.84,394,NA,0,1700,Not a Migrant,158000,1,Australasia,6,394,1,1.654661632,1,0,0,0,0,0,0,0,Least-Concern,decreasing,0,0,0,NO,32.5,394,112.1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
Cacatuidae,,Cacatua,Sulphur-crested Cockatoo,Cacatua galerita,Cacatua_galerita,,"Latham, 1790",,278,138,Australia & New Guinea,,N,Y,N,Y,Y,Primary forest,savannah woodland,mangroves,,Y,social monogamy,,1,1,,,1,,1,,1,,,,1,,seeds of grasses and herbs,,,1,1,,,1,1,1,1,1,1,,1,1,,1,,,,,1,,May ,Sept,1,1,,,Cliffs,1,1,,1,,Wood dust,,2,3,30,70,Elliptical,46.5,33.5,,,,,1500,LC,,decreasing,,,,,,,,500000,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.618503218,2.758573388,4212.75,8975,2,4,0.850343736,4.190674597,41.56404512,27.20694847,-22.01,720.43,3,0,1400,Not a Migrant,10600000,1,several,99,720.43,1,2.618503218,0,0,2,2,0,1,1,0,Least-Concern,decreasing,0,0,0,NO,44.5,775.2,216.3,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1
Cacatuidae,,Cacatua,Tanimbar Corella,Cacatua goffiniana,Cacatua_goffiniana,Cacatua goffini,"Finsch, 1863",,284,144,Indonesia,Various islands,Y,Y,N,Y,Y,Primary forest,Secondary forest,,,,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,maize,,,,,,,,,,,,,,,,,,,,,,2,3,30,70,Rounded,38.4,28.4,,,,,,NT,,decreasing,,,,,,,,"200,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.103416605,3.134117433,4581.4,9363.8,3,5,0.814666438,3.551542595,32.57107356,10.39943039,-7.61,275,NA,0,0,Not a Migrant,9100,0,Asia,2,275,1,3.103416605,0,0,9,8,1,1,1,1,Near-Threatened,decreasing,1,1,0,NO,32,300,103.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Cacatuidae,,Cacatua,Philippine Cockatoo,Cacatua haematuropygia,Cacatua_haematuropygia,,"Müller, 1776",,283,142,Phillipines,Various islands,Y,N,N,,Y,Forest ,Forest edge,,,Y,,,1,,1,,,,,1,,,,,1,,"seeds, fruits",,,,,,,1,,1,1,1,,,,,,,,,,,1,,Feb,Jun,1,1,,,,1,1,,1,,,,,,,,Elliptical,37.7,26.7,,,,,,CR,A2bcd,decreasing,> 80% reduction in popln size in past 10 yr / 3 gens,,1,1,,1,,"4,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.302293578,2.426332288,1893.666667,3792.666667,2,3,0.855114772,3.840574123,31.90265841,10.46252831,10.02,288,2.5,0,150,Not a Migrant,734000,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,288,104.1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Cacatuidae,,Cacatua,Major Mitchell's Cockatoo,Cacatua leadbeateri,Cacatua_leadbeateri,Lophochroa leadbeateri,"Vigors, 1831",,275,134,Australia,Interior Australia,N,N,N,,Y,Grassland,scrubland,malle,,,,,1,,1,1,1,,1,1,1,,,,1,,"grains, grass seeds",,,,,,,1,1,1,1,1,,,1,,,1,,,,,1,,Aug,Dec,1,1,,,,1,1,,1,,Bark / Wood dust,,2,4,30,56,Ovate,39.1,29.5,N,,,,,LC,,stable,,,,,,,,"20,000",requires territory of 500 ha. around nest,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.580736544,1.620787657,1128.5,2294.5,2,2,0.814628294,3.584707963,36.8243911,21.85279211,-27.45,396.83,3.5,0,0,Nomadic,5060000,0,Australasia,29,396.83,1,1.580736544,0,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,36.5,376,139.5,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
Cacatuidae,,Cacatua,Salmon-crested Cockatoo,Cacatua moluccensis,Cacatua_moluccensis,,"Gmelin, 1788",,280,141,Indonesia,"Ceram, Saparua, Haruku",Y,N,N,,Y,Primary forest,,,,Y,,1,1,,1,,,,,,,,,,,,nuts,,,1,1,,,1,,1,,1,,,,,coconuts,,,,,,1,,Jul,Aug,1,,,,,1,,,1,,wood chips,,2,2,28,,Elliptical,50.0,33.4,N,4 or 5,,100,1200,VU,A2cd+3cd+4cd;C2a(ii),decreasing,> 30% reduction of popln in next 10 yrs / 3 gen,,1,1,",",1,,"8,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.469689958,1.503215259,2031,4618,1,2,0.896827352,4.923477209,39.21821095,24.19221276,-3.22,834.99,2,0,1000,Not a Migrant,33800,1,Asia,73,834.99,1,1.469689958,1,0,0,0,0,0,0,0,Vulnerable,decreasing,1,1,0,NO,45,855,172.8,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Cacatuidae,,Cacatua,Blue-eyed Cockatoo,Cacatua ophthalmica,Cacatua_ophthalmica,,"Sclater, 1864",,280,140,New Guinea,New Britain and New Ireland,Y,N,N,,Y,Lowland primary forest,Tropical rainforest,,,Y?  (gather in groups at dusk before going to roost),,1,1,,1,1,,,,,1,,,,,,"seeds, nuts, berries, fruits (especially figs)",,,1,1,,,1,,1,1,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,2,2,30,120,Elliptical,52.0,31.5,,,,,1000,VU,A2cd+3cd+4cd,decreasing,> 30% reduction of popln in next 10 yrs / 3 gen,,1,1,,1,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.999801035,0.999904086,0,0,1,1,0.882394477,4.43632382,35.71125092,11.81642903,-5.48,492,2,0,1000,Not a Migrant,63400,1,Australasia,7,492,1,0.999801035,1,0,0,0,0,0,0,0,Vulnerable,decreasing,1,1,0,NO,47,535,164.6,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cacatuidae,,Cacatua,Western Corella,Cacatua pastinator,Cacatua_pastinator,,"Gould, 1841",,286,145,Australia,Australia,N,N,N,Y,Y,open forest,eucalyptus woodland,farmland with large trees,,Y,social monogamy,,,,,,1,,1,,,,,,1,,"corms, roots, seeds, crops, rice, millet",,,1,1,,,1,1,1,1,1,1,,1,,,1,,,,,1,,Aug ,Dec,1,1,,,Eucalyptus / cliffs termite mounds,1,1,,1,,Wood dust,,3,4,,,Ovate,38.8,28.5,semi (last year's young),,,,,LC,,increasing,,,,persecuted as crop pest,,,,,"Southern subspecies declining, Northern rising",,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.018037518,3.000874891,2798,5032.4,2,5,0.857142516,4.244788756,42.94788328,13.37775679,-30.34,631.7,2.5,0,0,Nomadic,258000,0,Australasia,19,631.7,1,3.018037518,0,0,0,0,0,0,0,0,Least-Concern,increasing,0,0,0,NO,42,700,150.8,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Cacatuidae,,Cacatua,Little Corella,Cacatua sanguinea,Cacatua_sanguinea,,"Gould, 1843",,284,145,Australia,northern Australia,N,Y,N,,Y,lightly timbered grasslands,scrubland,mallee,various,Y,social monogamy,,,,,,1,,1,,1,,,,1,,"seeds, corms",,,1,1,,,1,1,1,1,1,1,,1,,,1,,,,,1,,May,Oct,1,1,,1,Eucalyptus / cliffs / terminte mounds,1,1,,1,,Wood dust,,2,3,,,Ovate,38.8,28.5,N,,,,,LC,,increasing,,,,,,,,"1,000,000",nesting varies based on climate,2 or 3 broods can be raised a year,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.527019394,3.574452962,3835.571429,7245.142857,4,7,0.83869703,3.935493888,39.59234531,14.0740491,-25.44,523.69,3,0,0,Not a Migrant,9660000,0,several,30,523.69,1,3.527019394,0,0,0,0,0,0,0,0,Least-Concern,increasing,0,0,0,NO,38.5,440,141.2,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1
Cacatuidae,,Cacatua,Yellow-crested Cockatoo,Cacatua sulphurea,Cacatua_sulphurea,,"Gmelin, 1788",,276,136,Indonesia,Sulawasi ,Y,N,N,Y,Y,open woodland,cultivated fields,forest edge,,,,,1,,1,,,,1,,1,,,,1,,"seeds, crops, fruit and nuts",,,,,,,1,,1,1,1,1,,,,,,,,,,1,,Sept,,1,,,,,1,,,1,,,,3,3,28,70,Elliptical,41.2,27.1,,,,,,CR,A2cd+3cd+4cd,decreasing,> 80% reduction in popln size in past 10 yr / 3 gens,,1,1,,1,,"40,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.61384083,4.020977982,5396.714286,11624.42857,3,7,0.856894311,3.880033271,31.53026162,14.6924062,-4.29,303.34,2.5,0,1000,Not a Migrant,1360000,1,Asia,59,303.34,1,3.61384083,1,0,1,1,0,1,1,0,Critically-Endangered,decreasing,1,1,1,NO,33,344,108.7,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Cacatuidae,,Cacatua,Long-billed Corella,Cacatua tenuirostris,Cacatua_tenuirostris,,"Kuhl, 1820",,287,146,Australia,SE Australia,N,Y,N,Y,Y,Open forest,Savannah woodland,grassland,,Y,social monogamy,,1,,1,,1,,1,,,,,,1,,"corms, seeds, nuts, fruits",,,1,1,,,1,1,1,1,1,,,1,,bulbs,1,,,,,1,,Jul,Dec,1,1,,,"Eucalyptus, cliff cavity",1,1,,1,,Wood dust,,2,4,24,49,Ovate,33.2,25.1,,,,,,LC,,increasing,,,,1,,,,,usually only one chick reaches maturity,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.870376893,1.827923211,1236.5,2373,2,2,0.853397832,4.154832714,42.90755543,13.43931395,-35.63,566.61,2.5,0,0,Not a Migrant,567000,0,Australasia,36,566.61,1,1.870376893,0,0,0,0,0,0,0,0,Least-Concern,increasing,0,0,0,NO,38,566,124.8,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Cacatuidae,,Callocephalon,Gang-gang Cockatoo,Callocephalon fimbriatum,Callocephalon_fimbriatum,,"Grant, 1803",,272,128,Australia,SE Australia,N,N,N,N,Y,Mountain eucalyptus forest,riverine woodland,scrub,farmland,,,,1,1,1,1,,,,,1,,,,,,"eucalyptus seed pods, berries",,,1,1,,,1,,1,1,1,,,,,,,,,,,1,,Oct,Jan,1,1,,,,1,1,,1,,Wood chips,Enlarge,2,3,30,56,Rounded-oval,35.8,27.5,,,,,2000,LC,,increasing,,,,,,,,"20,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.483340817,2.589305832,4130.25,9170.5,3,4,0.797020507,2.982185696,17.05121477,6.910394003,-35.75,256,2,0,2000,Altitudil Migrant,498000,1,Australasia,20,256,2,2.483340817,0,1,2,1,1,1,1,1,Least-Concern,increasing,0,0,0,NO,34,256,144.1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cacatuidae,,Calyptorhynchus,Red-tailed Black-cockatoo,Calyptorhynchus banksii,Calyptorhynchus_banksii,,"Latham, 1790",,269,125,Australia,Australia,N,N,nomadic,N,,Dry woodland,Savannah woodland,scrub,,Y,social monogamy,,1,1,1,,1,,1,,1,,,,,,varies widely by location and subspecies,,,,1,,,1,,1,1,,,,,,"brown stringybarks, double-gee",,,,,1,1,,year round,,1,,,,Eucalyptus,1,1,,1,,Wood dust,,1,2,30,90,Elliptical,51.1,36.5,,,,,,LC,,decreasing,,,1,,,1,,"100,000",Only one chick reaches maturity,can raise two brrods a year,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.669947887,2.714685616,3846.333333,7964,3,3,0.88618973,3.455579849,32.06912203,16.10552453,-22.18,721.9,1.5,0,0,Full Migrant,8680000,1,Australasia,32,721.9,3,2.669947887,0,0,0,0,0,0,0,0,Least-Concern,decreasing,0,0,0,NO,59,729.6,292.7,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
Cacatuidae,,Calyptorhynchus,Glossy Black-cockatoo,Calyptorhynchus lathami,Calyptorhynchus_lathami,,"Temminck, 1807",,271,126,Australia,E Australia & Kangaroo Island,N,N,N,N,N,temperate rain forest,coastal woodland,dense mountain forest,,Year-round family,social monogamy,,1,1,1,,,,,,1,,,,,,Casuarina seeds,,,,1,,,1,,,,,,,,,conifer specialist,,,,,1,1,,Mar,Aug,1,1,,,,1,,,1,,Wood dust,,1,2,29,60,Ovate,44.3,33.7,,,,,,LC,,decreasing,,,,,,1,,"5,000",,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.999462366,0.999739312,0,0,1,1,0.872815544,3.080805459,32.94131224,11.92112146,-29.86,437,1,0,0,Not a Migrant,1470000,1,Australasia,52,437,1,0.999462366,0,0,2,2,0,1,1,0,Least-Concern,decreasing,0,0,0,NO,48.5,437,215,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Psittacidae,,Chalcopsitta,Black Lory,Chalcopsitta atra,Chalcopsitta_atra,,"Scopoli, 1786",,217,48,W. Indonesia,Western New Guinea and adjacent islands,Y,N,N,,Y,Coastal plain ,savannah,forest edge,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr,Dec,,,,,,,,,,,,,,2,25,74,Rounded,31.0,25.7,,,,,,LC,,stable,,,,,,,,"50,000",nesting data from captive birds,,,0.023379506,0.082667477,729.9844753,0.20892318,0.643270618,3.705967344,0,0.003419114,2.59996E-05,3.50128E-05,0,0.992881658,0.000302311,0.003335905,4.466666667,4.659628112,5617,11613,3,7,0.764895146,3.14273877,15.79941152,6.803651918,-1.83,195,2,0,0,Not a Migrant,138000,0,Asia,13,195,1,4.466666667,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,32,260,127,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Psittacidae,,Chalcopsitta,Cardinal Lory,Chalcopsitta cardinalis,Chalcopsitta_cardinalis,,"Gray, 1849",,219,52,New Guinea,"Feni, Nissan, and Lavongai Islands, Tanga Islands, Lihir and Tabor Group, Solomon Islands, Buka and Bougainville",Y,N,N,,Y,Mangrove,coastal coconut plantations ,lowland forest,,,,,,,1,1,,,,,,,,,,,"pollen, nectar, berries, fruit",,,,,,1,,,,1,1,,,,,pollen and nectar,,,1,,,1,,,Sept,,,,,,,,,,,,,,,,,,,,,,,0,1200,LC,,stable,,,,,,,,"100,000",,,,0.384963911,0.399862438,712.2584576,0.288900946,0.999799224,4.724596477,0,1.51183E-06,0.212424074,0.065572045,4.88323E-05,0.712191356,0.007444532,0.002317649,2.234653202,2.366014418,3098.333333,6633,2,3,0.755942177,2.989300077,16.85326245,6.260850497,-8.12,183,NA,0,1200,Not a Migrant,375000,1,Australasia,5,183,1,2.234653202,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,31,183,140.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Psittacidae,,Chalcopsitta,Brown Lory,Chalcopsitta duivenbodei,Chalcopsitta_duivenbodei,,"Dubois, 1884",,217,50,New Guinea,Northern New Guinea,Y,N,N,,Y,primary forest,alluvial forest,secondary growth,forest margins,Y,,,1,,1,,,,,,,,,,,,nectar,,,,,,1,,,,,,,,,,,,,1,,,,,Apr,,1,,,,,1,,,,,,,,2,24,77,,,,,,,0,200,LC,,stable,,,,,,,,"50,000",nesting data from captive birds,,,0.147304835,0.291153865,692.8785847,0.283484072,1.065814636,4.545408568,0.000409399,0.001713784,0.000531094,0.011656484,0.000882049,0.93144449,0.001709517,0.051653183,0.999801035,0.999904086,0,0,1,1,0.770427427,3.212523085,16.2596535,6.510960983,-3.71,218,2,0,200,Not a Migrant,159000,1,several,7,218,1,0.999801035,1,0,0,0,0,0,0,0,Least-Concern,decreasing,0,0,0,NO,31,215,130.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Psittacidae,,Chalcopsitta,Yellow-streaked Lory,Chalcopsitta scintillata,Chalcopsitta_scintillata,Chalcopsitta sintillata,"Temminck, 1835",,218,51,New Guinea,Aru Islands and Southern New Guinea,Y,N,N,,Y,lowland savannah and adjacent forests,lower montane forest,rainforest,secondary forest,,,1,1,,,1,,,,,1,,,,,,nectar from umbrella trees,,,,,,1,,,,1,,,,,,,,,1,,,1,,Apr,,1,,,,palm stump,,1,,,,,,,,,,Rounded,31.4,21.4,,,,,800,LC,,stable,,,,,,,,"100,000",,,,0.416196198,0.406287588,414.3352102,0.143769178,0.824450503,3.522082758,5.71803E-05,2.33861E-05,0.002068772,0.001214279,0.435484403,0.521194255,0.004186636,0.035771089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.723411547,2.890089165,16.91909976,6.856810177,-6.86,190,NA,0,800,Not a Migrant,586000,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,212.5,104.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Charmosyna,Red-throated Lorikeet,Charmosyna amabilis,Charmosyna_amabilis,,"Ramsay, 1875",,256,106,Oceania,"Fiji islands: Viti Levu, Ovalau, Taveuni",Y,N,N,,,upland rainforest,,,,,,,1,,1,,,,,,1,,,,,,"nectar, pollen, flowers",,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,120,1000,CR,"C2a(i,ii);D",decreasing,< 50 mature,,,,,,,,,,,0.252356598,0.297075932,338.8914425,0.183737329,0.605874896,2.339891196,0.00154451,0.000199263,0.009541401,0.003079786,0.856269228,0.114869297,0.003533786,0.010962729,0.999723604,0.999873801,0,0,1,1,0.560467823,0.950416877,8.265669425,2.146904834,-17.4,8.54,NA,120,1000,Nomadic,37100,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,38.3,73.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
