Taxonomy,,,,,,,,Page Numbers,,,Geography,,,,,Human Interact.,,Habitat Preference,,,,Social Behavior,,,,,,,,Foraging Location,,,,,,,Diet,,,,,,,,,,,,,,,,,,,Strategy,,,,,,,Breeding Season,,Nest Site,,,,,Nest Substrate,,,Nest Construction,,,,Breeding Info,,,,,,,,,Distribution,,,Extinction Risk,,,,,,,,,,,Comments,,,Mitchell et al. Plumage Color,,,,,,,,,,,,,,HabBreadth Columns from  Ducatez et al 2014,,,,,,"Gen. Length (Bird et al., 2020)",,,,,,,,,,,,Ducatez_etal_2020,,,,,,,,,,,,,,,,,,,Burgio et al 2019 Inferred,,,,,,,,,,,,,,,,,,,,,,,,,
family,subfamily,genus,common name,taxon,taxon_2 (matching),synonyms ,authority,HBW #,Juni #,Fors #,Continent,Countries,Isl. Endemic,Introduced,Migratory,Hunting,Pet Trade,Primary,Secondary,Third,Other,Comm. Roost,Mating system,Single,Pairs,Family Groups,Small Groups < 10,Med. Groups (10 - 100),Large groups (100+),Water,Ground,Vegetation,Canopy,Subcanopy,Air,Other,Crop Pest,Guild,Main Diet,Carrion,Arthropods,Insects,Larvae,"""Inverts""",Nectar,Seed,Grain,Nut,Fruit,Berries,Flowers,Leaf Shoots,Roots,Leaf Bud,Other,Digging,Scavenging,Flower_Probe,Gleaning,Excavate bark,Graze,Other,Start,Stop,Tree,Limb,T. termite ,A. termite,Other,Cavity,Hollow,Other,Existing,Excavate,Floor,Other,Min Eggs,Max Eggs,Incubation,Fledge,Egg shape,Egg Length,Egg Width,Colonial,Generation time,Range Size,Elev Min,Elev Max,IUCN Status,IUCN Category,Trend,Risk 1,Risk 2,Contraction,Exploitation,Other (Invasives/disease/etc),Habitat Loss,Mature Popln,Popln Est,Comments1,Comments2,Comments3,Colourfulness,Complexity,GlobalUniqueness,LocalUniqueness1,LocalUniqueness3,LocalUniqueness10,Yellow,Blue,Red,Orange,Green,Black,White,Grey,Habitat breadth (Within-class co-occurrence index; multiplicative beta),Habitat breadth (co-occurrence among species from all four classes; multiplicative beta),Habitat breadth (Within-class co-occurrence index; additive beta),Habitat breadth (co-occurrence among species from all four classes; additive beta),Number-habitat-classes,Total-number-IUCN-habitat-categories,Adult survival,Age at first reproduction,Maximum longevity,GenLength,Range centroid of latitude,Body mass,Mean clutch size,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Forest,BiogeographicRange,ResearchEffort,BodyMass,MigratoryBehavior,HabitatBreadth,Insularity,Urban,TotalInnovations,TotalFoodTypeInnovations,TotalTechnicalInnovations,InnovationYesOrNo,FoodTypeInnovationYesOrNo,TechnicalInnovationYesOrNo,IUCNStatus2019,PopulationTrend2019,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,length (cm),mass (g),tail (mm),carrion,inverts,snails,pollen,nectar,seed,nut,fruit,flower,plant,roots,fungi,water,ground,vegetation,subcanopy,canopy,dig,scavenge,flowerprobe,glean,excavate,graze
Psittacidae,,Loriculus,Blue-crowned Hanging-parrot,Loriculus galgulus,Loriculus_galgulus,,"Linnaeus, 1758",,,346,Malaysia & Indonesia,Malaysia & Indonesia,N,N,N,,Y,Lowland evergreen forest,mangroves,plantations,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,,,,,,,1,,,1,,Jan,July,1,,,,,1,,,1,,green leaves,,3,3,,35,Rounded-oval,18.0,15.5,,,,,,LC,,stable,,,,,,,,,,,,0.266728829,0.28169066,349.9953398,0.142375334,0.495455137,2.229917086,0.000411989,0.000444616,0.013730283,0.002675138,0.83610906,0.136968746,0.003871487,0.005788681,3.508047098,3.839715049,5143.571429,10934.71429,4,7,0.612471567,1.807976555,10.26283822,6.430543911,1.04,28,3,0,1300,Nomadic,3620000,0,Asia,7,28,1,3.508047098,0,0,4,3,1,1,1,1,Least-Concern,stable,0,0,0,NO,12,28,32.5,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1
Psittacidae,,Loriculus,Philippine Hanging-parrot,Loriculus philippensis,Loriculus_philippensis,,"Müller, 1776",,,342,Phillipines,Phillipines,Y,N,N,,Y,Forest,Secondary growth,Plantations,,,,1,1,,1,,,,,1,1,1,,,,,,,,,,,1,1,,,1,,1,,,,,,,1,,,1,,,,1,,,,,1,,,1,,,,3,3,20,35,Rounded,18.7,16.4,,,,,,LC,,decreasing,,,,,,,,,,,,0.315831371,0.355325436,346.2058434,0.19508381,0.682977839,2.656864493,0.000818108,0.000558952,0.01790588,0.00902519,0.823355796,0.12005693,0.008030032,0.020249112,2.853646062,3.090030613,5074.8,11334.4,3,5,0.626913416,1.888152316,11.15723675,3.684413425,11.83,34.9,3,0,1250,Not a Migrant,852000,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,34.9,42.4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
Psittacidae,,Loriculus,Yellow-throated Hanging-parrot,Loriculus pusillus,Loriculus_pusillus,,"Gray, 1859",,,351,Indonesia,Java & Bali,Y,N,N,,,Lowland forest,lowland swamp,montane forest,,,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,,1,,April,,1,,,,palm,1,,abandoned barbet nesting holes (also),1,,leaf fragments,abandoned barbet nesting holes (also),2,2,,,Oval,19.3,15.2,,,,,,NT,,decreasing,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.061917515,2.144399877,3305.333333,7419,1,3,0.666769954,2.029472535,11.50994268,3.901521758,-7.44,33.98,2,0,1850,Nomadic,167000,1,Asia,2,33.98,1,2.061917515,1,0,0,0,0,0,0,0,Near-Threatened,decreasing,1,0,0,NO,12,27.5,34,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Loriculus,Sula Hanging-parrot,Loriculus sclateri,Loriculus_sclateri,,"Wallace, 1863",,,349,Indonesia,Sula Islands,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.259777662,0.331684227,362.5931266,0.247556732,0.811074583,3.115483434,4.96027E-05,9.80781E-05,0.005327966,0.015453091,0.850440088,0.117681339,0.004601839,0.006347996,2.297736917,2.452172303,3671,7844.666667,2,3,0.671173303,1.928107992,10.89097899,3.780216285,-1.71,33.98,NA,0,0,Not a Migrant,30800,0,Asia,0,33.98,1,2.297736917,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,11,21.6,37.6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Loriculus,Sulawesi Hanging-parrot,Loriculus stigmatus,Loriculus_stigmatus,,"Müller, 1843",,,348,Indonesia,Various islands,Y,N,?,,,Open coastal plain,forest edge,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,1,,,,bamboo,1,1,,1,,,,,,,,Spherical,19.4,16.2,,,,,,LC,,stable,,,,,,,,,,,,0.317340094,0.331403389,339.7393669,0.222205209,0.727528912,2.876762756,7.76124E-06,7.00207E-05,0.003782627,0.002853163,0.760812145,0.212415577,0.001709586,0.01834912,3.376326793,3.676515537,4926.333333,10509,4,6,0.597797568,1.850676164,10.90247681,3.604829725,-2.13,33.98,NA,0,1000,Full Migrant,434000,1,Asia,1,33.98,3,3.376326793,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,15,31.5,39.5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Loriculus,Bismarck Hanging-parrot,Loriculus tener,Loriculus_tener,,"Sclater, 1877",,,352,Indonesia,Various islands,Y,N,N,,,Lowland primary forest,secondary growth,,,,,1,1,,1,,,,,,1,1,,,,,,,,1,,,1,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,decreasing,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.999801035,0.999904086,0,0,1,1,0.601159701,1.577577597,9.024091544,3.020641742,-5.15,12,NA,0,500,Not a Migrant,145000,1,Australasia,0,12,1,0.999801035,1,0,0,0,0,0,0,0,Near-Threatened,decreasing,1,0,0,NO,10,14.5,27.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
Psittacidae,,Loriculus,Vernal Hanging-parrot,Loriculus vernalis,Loriculus_vernalis,,"Sparrman, 1787",,,341,Asia,"India, Burma, China, nepal",N,N,Seasonal,,,Woodland,Plantations,secondary forest,,,,,1,1,1,,,,,,1,,,,1,,,,,,,,1,1,,,1,1,,,,,,,,1,,,1,,Jan,Apr,1,,,,or stump/ near ground,,,,1,,leaves/bark,,2,4,22,35,Ovate,19.1,15.8,,,,,,LC,,stable,,,,,,,,,Female carries leaves to nest tucked into tail feathers,,,0.231977749,0.267895967,345.8916949,0.195882217,0.633169215,2.442182378,0.002625154,0.000560697,0.009192327,0.001513526,0.877043031,0.094514926,0.006989824,0.007560514,3.700444884,3.990056952,5464,11879.375,4,8,0.598911773,1.896600339,11.50633161,3.758875592,18.78,35.7,3,0,1800,Full Migrant,6460000,1,Asia,13,35.7,3,3.700444884,0,0,1,1,0,1,1,0,Least-Concern,stable,0,0,0,NO,13,28,36,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Lorius,White-naped Lory,Lorius albidinucha,Lorius_albidinucha,Lorius albidinuchus,"Rothschild & Hartert, 1924",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,decreasing,,,,,,,,,,,,0.61837168,0.515267787,616.0139925,0.306486164,1.176515434,5.14492109,0.00014402,7.67103E-05,0.355601191,0.036272021,0.14019057,0.42747269,0.019344286,0.020898512,1.469689958,1.503215259,2031,4618,1,2,0.743947897,3.241803856,19.39640085,7.053887095,-4.11,132,NA,500,2000,Not a Migrant,6600,1,Australasia,0,132,1,1.469689958,1,0,0,0,0,0,0,0,Near-Threatened,decreasing,1,0,0,NO,26,158,90.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Psittacidae,,Lorius,Yellow-bibbed Lory,Lorius chlorocercus,Lorius_chlorocercus,,"Gould, 1856",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.602212622,0.573482227,583.7888468,0.306486164,1.085781787,4.547250756,0.001691127,0.00027953,0.250469777,0.039623663,0.144584354,0.525988118,0.013013125,0.024350307,3.024802923,3.321052804,5266.5,11803.16667,3,6,0.751414614,3.417263008,20.71998522,7.563488371,-9.75,173.51,NA,0,0,Not a Migrant,78200,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28,200,91.2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Lorius,Purple-naped Lory,Lorius domicella,Lorius_domicella,Lorius domicellus,"Linnaeus, 1758",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,C2a(i),decreasing,"< 2500 mature, declining, no subpopln w/ > 250 mature",,,,,,,,,,,0.444880494,0.435309271,696.7094607,0.237235311,0.800476411,3.993108519,0,0.000481238,0.353877474,0.046186684,0.006735885,0.579628802,0.001799942,0.011289976,1.469689958,1.503215259,2031,4618,1,2,0.761425861,3.309552668,20.34078878,8.809440583,-3.18,182,2,300,1100,Not a Migrant,27300,1,Asia,4,182,1,1.469689958,1,0,0,0,0,0,0,0,Endangered,decreasing,1,1,0,NO,28,235,96.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Psittacidae,,Lorius,Chattering Lory,Lorius garrulus,Lorius_garrulus,,"Linnaeus, 1758",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VU,A2cd+3cd+4cd,decreasing,> 30% reduction of popln in next 10 yrs / 3 gen,,1,1,,1,,,,,,0.613622067,0.496194297,582.2913281,0.339830419,1.112348478,4.565200269,0.000209704,0.000165366,0.272767544,0.049054934,0.207548972,0.45152118,0.004787451,0.01394485,2.381164384,2.459344957,4034,8957,3,4,0.74902502,3.156013786,19.22607195,8.951025665,0.62,143,2,0,1100,Not a Migrant,68300,1,Asia,14,143,1,2.381164384,1,0,1,1,0,1,1,0,Vulnerable,decreasing,1,1,0,NO,30,143,102.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Psittacidae,,Lorius,Purple-bellied Lory,Lorius hypoinochrous,Lorius_hypoinochrous,Lorius amabilis,"Gray, 1859",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.49646737,0.506257092,549.2322747,0.209227309,0.73974703,3.934931355,0,1.98154E-05,0.117039387,0.024151109,0.208558779,0.634386652,0.004967543,0.010876715,3.260512259,3.58870768,5502.333333,12196.83333,3,6,0.759059521,3.466943462,20.8325973,7.590062022,-6.31,187,NA,0,1600,Not a Migrant,575000,1,Australasia,2,187,1,3.260512259,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,26,220,88.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Psittacidae,,Lorius,Black-capped Lory,Lorius lory,Lorius_lory,,"Linnaeus, 1758",,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.380778399,0.51929537,546.4992585,0.332551289,1.06183103,5.254212568,5.39686E-05,0.003502367,0.070156032,0.008275612,0.149034883,0.758405305,0.001261596,0.009310237,2.652886047,2.725911216,4718.75,10430.25,2,4,0.759983613,3.291039314,20.39229189,7.486160893,-5.3,176.89,2,0,1000,Not a Migrant,1250000,1,several,10,176.89,1,2.652886047,1,0,0,0,0,0,0,0,Least-Concern,decreasing,0,0,0,NO,31,229,94.7,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Psittacidae,,Mascarinus,Mascarene Parrot,Mascarinus mascarin,Mascarinus_mascarin,Mascarinus mascarinus,"Linnaeus, 1771",,,,Africa,Mascarine Islands,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EX,,,,,,,,,,0,Extinct in 1834,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.804528571,2.118041099,25.24861721,6.600528512,NA,NA,NA,0,0,Not a Migrant,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Psittacidae,,Melopsittacus,Budgerigar,Melopsittacus undulatus,Melopsittacus_undulatus,,"Shaw, 1805",,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC,,increasing,,,,,,,,,,,,0.598912181,0.590961692,425.2040035,0.470989931,1.465414399,5.213565257,0.055458863,0.03608367,0,0.003597745,0.47525699,0.360775013,0.017806803,0.051020915,3.712267658,3.925346639,3649,7622.625,4,8,0.556993429,1.010849686,13.49468035,3.852174375,-25.84,28.99,4.5,0,0,Nomadic,7140000,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,27.5,94.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Psittacidae,,Micropsitta,Red-breasted Pygmy-parrot,Micropsitta bruijnii,Micropsitta_bruijnii,,"Salvadori, 1875",366,,,New Guinea,"Solomon Islands, etc",Y,N,Nomadic,,,Hill forest,cloud forest,moss forest,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,"fungi, moss, lichen",,,,1,,1,,Dec,Apr,1,,,,dead / stump,1,,,,,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.581340804,0.561963539,449.215151,0.493273011,1.560141125,5.997267596,4.81221E-08,0.028770874,0.042746563,0.039403009,0.513811004,0.339234866,0.005835477,0.030198159,2.79300828,2.935408737,3899,8518.25,2,4,0.508660018,0.911872723,8.104538633,1.934262315,-5.53,13.43,NA,500,2300,Full Migrant,2040000,1,several,1,13.43,3,2.79300828,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,8.5,14,24.3,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Psittacidae,,Micropsitta,Green Pygmy-parrot,Micropsitta finschii,Micropsitta_finschii,,"Ramsay, 1881",365,,,New Guinea,"Solomon Islands, etc",Y,N,N,,,Primary forest,secondary growth,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,fungi and lichen,,,,1,,,,Mar,Apr,,,1,1,,1,,,,1,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.329376952,0.301715501,322.4867815,0.196538921,0.667889348,2.53481699,0.005652933,0.00162712,0.000175921,0.001133021,0.767340353,0.195023421,0.003770598,0.025276634,1.943781776,2.022310757,3218.666667,7271.333333,2,3,0.544970407,0.930916316,8.308278804,2.065847007,-7.33,14.95,NA,500,1000,Not a Migrant,377000,1,Australasia,3,14.95,1,1.943781776,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,8.5,14.8,30.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Psittacidae,,Micropsitta,Geelvink Pygmy-parrot,Micropsitta geelvinkiana,Micropsitta_geelvinkiana,,"Schlegel, 1871",365,,,New Guinea,Numfor Is & Biak Is,Y,N,N,,,Primary forest,Secondary forest,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,fungi and lichen,,,,1,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,NT,,decreasing,,,,,,,,,,,,0.382169757,0.371130077,344.2907897,0.263048223,0.798697122,2.989792508,0.002440303,0.004591142,0,0.007246292,0.658509661,0.309128721,0.003586117,0.014497763,1.727693733,1.716401496,2358,4886.5,2,2,0.540983667,0.895143276,7.866702546,2.014591368,-0.96,12.2,NA,0,150,Not a Migrant,7600,1,Asia,0,12.2,1,1.727693733,1,0,0,0,0,0,0,0,Near-Threatened,decreasing,1,0,0,NO,9,12.2,26.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
Psittacidae,,Micropsitta,Yellow-capped Pygmy-parrot,Micropsitta keiensis,Micropsitta_keiensis,,"Salvadori, 1875",365,,,New Guinea,Various islands,Y,N,N,,,Lowland forest,coconut plantations,mangroves,,Y,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,fungi and lichen,,,,1,,1,,Sept,Mar,,,,1,,1,,,,1,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,Roost in nests year round,,,0.355288669,0.374601419,326.7538348,0.257993051,0.796731155,3.055486458,0.00711623,0.007208473,0.001440034,0.009872906,0.753912182,0.204128301,0.003547052,0.012774822,2.062343096,2.161864233,3386.333333,7554.666667,1,3,0.532609291,0.893724166,7.957570119,1.981120543,-6.09,12.1,NA,0,250,Nomadic,763000,1,several,1,12.1,1,2.062343096,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,9.5,12.1,26.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Psittacidae,,Micropsitta,Yellow-breasted Pygmy-parrot,Micropsitta meeki,Micropsitta_meeki,,"Rothschild & Hartert, 1924",365,,,New Guinea,"St. Matthias, Squally, and Admiralty Islands",Y,N,N,,,Primary forest,degraded forest,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,fungi and lichen,,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.486257463,0.477672674,366.1659944,0.288067893,0.925104101,3.588342094,0.016369944,0.00396922,2.6403E-05,0.002115006,0.551066243,0.35850659,0.010781796,0.057164797,1.582601181,1.630444219,2023.5,4358,1,2,0.511762826,0.905901459,7.980509975,1.916269263,-2,12.98,NA,0,0,Altitudil Migrant,22000,1,Australasia,0,12.98,2,1.582601181,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,10,13.8,26.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Psittacidae,,Micropsitta,Buff-faced Pygmy-parrot,Micropsitta pusio,Micropsitta_pusio,,"Sclater, 1866",365,,,New Guinea,Various islands,Y,N,N,,,Lowland forest,Floodplain gallery forest,secondary growth,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,1,,,,fungi and lichen,,,,1,,1,,Dec,May,,,,1,,1,,,,1,,,2,3,,,,,,,,,,,LC,,stable,,,,,,,,,,,,0.374924668,0.359652351,341.5109153,0.240445927,0.785255241,3.096318407,0.003124191,0.001467271,0,0.015888841,0.716593297,0.23670893,0.003815167,0.022402304,3.395522388,3.32226774,4495,9864.6,4,5,0.596416233,1.049000536,8.816731861,2.440033907,-4.91,14,2.5,0,400,Not a Migrant,1140000,1,several,2,14,1,3.395522388,1,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,8.4,14,25.9,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Psittacidae,,Myiopsitta,Cliff Parakeet,Myiopsitta luchsi,Myiopsitta_luchsi,,"Finsch, 1868",445,476,507,SA,Bolivia,N,N,N,little,Y,Riverine woodland,,,,Y,social monogamy,,,,,1,,,1,1,1,1,,,,,,,,1,1,,,1,1,1,1,1,1,,,1,,,,,,1,1,,Dec,Mar,,,,,Cliff,,,stick nest,,,,built,,,,,,,,Yes,6,132000,1300,3000,LC,,unknown,,,,,,,,,,,,0.445215626,0.463599528,397.1490137,0.278047723,1.055642738,4.211909737,0.022265396,0.004539454,0,0.006280112,0.734404406,0.052682779,0.140515361,0.039312492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.804528571,1.99890471,19.95,5.804953233,-17.51,NA,NA,1300,3000,Not a Migrant,148000,0,South-America,0,120,1,3.880293321,0,0,0,0,0,0,0,0,Least-Concern,unknown,0,0,0,NO,29,120,140.3,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
Psittacidae,,Myiopsitta,Monk Parakeet,Myiopsitta monachus,Myiopsitta_monachus,,"Boddaert, 1783",445,475,506,"SA, NA, Europe, ME",Lots,N,Y,N,Y,Y,Savannah woodland,Dry shrubland,gallery forest,urban,Y,social monogamy,,,,,1,1,,1,1,1,1,,,1,,,,,1,1,,,1,1,1,1,1,1,,,1,"Maize, citrus, and sorghum",,,,,1,1,,Oct,,1,,,,,,,stick nest,,,,built,5,8,,42,Ovate,28.1,21.5,Yes,6,2720000,0,1000,LC,,increasing,,,,,,,,,,,,0.437486282,0.369876014,413.4350972,0.270058788,1.125215522,4.815131502,0.001509937,0.004508577,0,0.002472809,0.715233687,0.032044477,0.140585384,0.103645128,3.880293321,4.073459393,5450.875,11297.5,3,8,0.586886025,1.726862998,14.95254079,5.477657609,-29.98,120,6,0,1000,Not a Migrant,3110000,0,South-America,134,120,1,3.880293321,0,1,1,1,0,1,1,0,Least-Concern,increasing,0,0,0,NO,29,120,136.2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
Psittacidae,,Nannopsittaca,Amazonian Parrotlet,Nannopsittaca dachilleae,Nannopsittaca_dachilleae,,"O'Neil, Munn & Franke, 1991",455,495,N/A,SA,"Peru, Brazil, Bolivia",N,N,N,N,N,River-edge forest,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,catkins,,,,,,,,Jul,Sept,1,,,,,1,,,,,,,,,,,,,,,5,134000,0,0,NT,,decreasing,,,,,,,6700,10000,,,,0.144425545,0.170079581,388.9576279,0.088859488,0.310714756,1.451515129,0.002893418,0.00040695,6.04081E-05,0.00039169,0.938826472,0.035447513,0.012453405,0.009520143,0.999801035,0.999904086,0,0,1,1,0.694363413,1.23622193,9.950600706,3.240575697,NA,NA,NA,0,0,Not a Migrant,NA,NA,South-America,1,41.5,1,0.999801035,0,0,1,1,0,1,1,0,Near-Threatened,decreasing,1,0,0,NO,12,41.5,39.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Psittacidae,,Nannopsittaca,Tepui Parrotlet,Nannopsittaca panychlora,Nannopsittaca_panychlora,,"Salvin & Godman, 1883",455,494,541,SA,"Venezuala, Bolivar, Guyana",N,N,N,N,little,"Cool, humid, subtropical montane forest",,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49100,750,2200,LC,,stable,,,,,,,,,,,,0.142759475,0.159943543,385.8938241,0.088859488,0.337429561,1.503510024,0.001787043,0.000150884,3.43485E-06,0.000285218,0.933379019,0.050860072,0.003537985,0.009996345,1.469689958,1.503215259,2031,4618,1,2,0.682227023,1.393584176,10.79704987,3.374093438,-42.81,45.9,4.5,0,0,Full Migrant,12800,1,South-America,2,44.1,1,1.469689958,0,0,0,0,0,0,0,0,Least-Concern,stable,0,0,0,NO,14,42,40.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
